5,0,1,0,1
1
5,1,0,0,1
0
7,0,1,1,0
0
6,0,1,0,0
1
9,1,1,0,0
0
4,1,0,0,0
0
4,0,0,1,0
1
9,1,0,1,1
0
9,0,1,0,0
0
8,0,1,0,1
0
